Pathway	G89286	G89287	G89288	G89290	G89292	G89293	G89294	G89295	G89296	G89297	G89299	G89300	G89301	G89302	G89303	G89304	G89305	G89307	G89308	G89309	G89311	G89312	G89313	G89314	G89315	G89316	G89317	G89320	G89321	G89322	G89323	G89324	G89325	G89328	G89329	G89330	G89331	G89332	G89333	G89334	G89335	G89336	G89338	G89339	G89340	G89341	G89343	G89344	G89345	G89347	G89348	G89349	G89350	G89351	G89352	G89353	G89354	G89355	G89356	G89358	G89360	G89361	G89362	G89363	G89364	G89365	G89366	G89368	G89369	G89370	G89372	G89373	G89374	G89375	G89378	G89379	G89380	G89381
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	2.43958e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.56539e-7	0	0	0	0	5.27244e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Eubacterium.s__Eubacterium_eligens	0	0	0	1.57576e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Eubacterium.s__Eubacterium_siraeum	0	0	5.17234e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76454e-6	0	0	0	0	0	0	0	0	4.09436e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.08695e-5	0	9.2354e-6	2.19795e-5	1.47887e-5	1.72368e-5	0	0	5.09299e-5	0	0	1.21644e-5	0	2.46036e-5	1.58625e-6	1.69401e-5	1.62643e-5	8.82945e-5	4.97653e-6	5.093e-5	2.22081e-5	1.1727e-5	0	4.20999e-6	1.94895e-4	8.7058e-6	4.5372e-5	3.43382e-5	1.1164e-5	2.43931e-5	5.96899e-6	1.13938e-6	1.03728e-5	1.36333e-5	1.0404e-4	0	0	3.13953e-5	2.83316e-5	0	2.47659e-5	0	2.55404e-5	2.05891e-4	3.17156e-6	5.60978e-6	5.58372e-6	2.23237e-6	1.46956e-5	2.15158e-5	7.66747e-5	3.62868e-5	1.26738e-5	0	0	8.11493e-6	0	0	1.52606e-4	2.70178e-5	1.19574e-5	0	6.57001e-5	0	0	7.53409e-6	0	0	0	0	7.00335e-5	8.00631e-5	0	1.40916e-5	3.21309e-7	1.6188e-5	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	3.15804e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19999e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	0	0	3.91596e-5	2.39695e-6	1.62618e-5	0	9.16656e-5	0	1.51004e-6	0	1.83416e-6	0	0	0	0	0	6.95093e-7	0	0	0	0	0	0	0	0	1.78708e-5	6.46446e-6	1.22767e-6	4.74625e-6	2.96515e-5	0	0	0	5.46763e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49623e-6	0	0	0	0	0	0	0	0	0	0	0	1.34997e-6	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Odoribacter.s__Odoribacter_splanchnicus	1.0597e-5	0	0	0	0	1.92365e-5	0	0	6.71572e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32127e-6	0	0	0	0	1.68258e-6	9.6166e-6	0	0	0	0	0	0	0	1.23033e-5	7.63969e-6	0	7.54214e-6	0	0	0	0	0	7.72332e-5	0	0	0	0	0	0	0	0	0	0	0	1.19239e-5	0	0	0	0	0	0	0	0	0	0	0	2.25158e-5	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07769e-5	0	0	0	0	0	0	0	0	0	7.04571e-6	0	0	0	0	0	0	2.0301e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Roseburia.s__Roseburia_intestinalis	0	0	0	0	0	0	0	0	1.2511e-5	0	0	0	0	0	0	4.31629e-6	5.13309e-6	1.14884e-5	0	0	0	6.85034e-4	0	0	0	0	4.29277e-5	0	0	0	1.51427e-4	0	4.71787e-6	0	5.33963e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19185e-4	0	0	0	0	0	6.97361e-5	0	0	0	7.0958e-7	0	0	0	0	0	0	0	0	0	9.69156e-5	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Ruminococcus.s__Ruminococcus_bromii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18989e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45087e-6	2.44127e-6	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Ruminococcus.s__Ruminococcus_lactaris	0	0	0	0	0	3.69236e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33116e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified	0	0	0	5.67028e-5	0	1.72027e-5	0	2.11191e-5	2.4688e-5	3.53963e-5	0	0	0	0	0	5.37128e-5	3.50753e-5	5.37496e-6	0	0	0	5.17907e-5	1.09551e-5	0	6.43762e-5	0	5.86416e-5	0	0	4.402e-5	2.33907e-5	0	0	2.28685e-5	5.70482e-5	0	0	7.81437e-6	4.13363e-5	0	0	0	4.23993e-5	1.47718e-4	9.45027e-5	4.21742e-5	0	7.41043e-5	0	6.11321e-5	3.63825e-5	2.88677e-5	0	6.48753e-5	1.26237e-4	2.76682e-5	1.51357e-4	0	7.78934e-5	0	3.00825e-6	8.53316e-5	6.98677e-5	5.90595e-5	0	4.04264e-5	0	6.13469e-5	0	0	0	0	0	0	2.14774e-5	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	2.92173e-6	2.75745e-5	0	0	0	0	0	5.15089e-5	1.72651e-5	2.08567e-5	2.80184e-5	0	0	3.62723e-5	1.52326e-5	1.83683e-5	3.13736e-5	1.49284e-5	0	0	0	4.3121e-5	6.07714e-6	8.16495e-6	7.61101e-6	0	8.08485e-5	9.24738e-5	0	0	5.56029e-5	0	7.40448e-6	0	2.64872e-5	0	0	2.0631e-6	0	0	0	5.21732e-5	4.9252e-6	1.73598e-5	0	0	0	1.06176e-5	0	0	1.37289e-6	0	6.16868e-5	1.26528e-5	0	0	3.70646e-5	0	0	6.50088e-6	0	0	5.72883e-5	0	0	1.60437e-5	0	0	7.98523e-5	0	0	7.22802e-5	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	3.43761e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	0	8.94335e-7	0	0	0	0	0	0	0	0	0	0	0	5.2912e-6	2.31332e-6	0	0	2.08102e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.81195e-7	0	0	0	1.00151e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02442e-6	0	0	7.92141e-6	0	0	0	0	0	0	0	0	0	0	0	0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.59784e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.79871e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P124-PWY: Bifidobacterium shunt	0	0	0	1.20082e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P124-PWY: Bifidobacterium shunt|unclassified	0	0	0	1.00323e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P161-PWY: acetylene degradation	1.00682e-5	7.26362e-6	1.47156e-6	6.36022e-6	2.42928e-6	4.74006e-6	0	1.33938e-4	3.36451e-6	1.86827e-5	0	0	0	3.60554e-5	0	0	1.73544e-6	5.49611e-6	0	2.47449e-6	0	4.58935e-6	7.54328e-6	3.12512e-6	0	0	1.78557e-5	1.61662e-6	0	5.02401e-6	2.98446e-6	0	5.93549e-6	8.41696e-6	3.38878e-5	1.78066e-6	0	2.19801e-6	6.1367e-6	0	5.24884e-7	4.13894e-6	7.43824e-7	1.22036e-5	7.36722e-6	0	0	0	0	0	4.37283e-6	9.34042e-6	0	0	0	0	1.39145e-4	0	1.12218e-5	0	8.70217e-8	3.52126e-5	7.70995e-7	0	0	0	0	7.8847e-6	0	0	5.07884e-5	6.18854e-6	0	0	8.31995e-6	2.09514e-6	0	0
P161-PWY: acetylene degradation|g__Enterobacter.s__Enterobacter_aerogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.35971e-7	0	0	0	0	0	0	4.24369e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P161-PWY: acetylene degradation|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.94479e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P161-PWY: acetylene degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	1.82385e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30677e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P161-PWY: acetylene degradation|unclassified	0	3.60957e-6	0	5.49514e-6	0	5.78522e-7	0	0	2.40972e-6	1.15899e-5	0	0	0	0	0	0	1.67588e-6	2.20898e-6	0	0	0	4.5187e-6	0	0	0	0	3.14707e-6	0	0	0	2.84251e-6	0	0	0	2.85279e-6	0	0	1.83729e-6	0	0	0	0	0	1.11279e-5	0	0	0	0	0	0	3.68055e-6	4.42699e-6	0	0	0	0	1.29225e-4	0	0	0	0	3.00268e-5	7.39558e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P162-PWY: L-glutamate degradation V (via hydroxyglutarate)	1.9969e-5	4.47116e-5	3.69956e-6	5.77819e-5	1.76778e-5	4.70416e-5	0	3.03311e-5	3.75317e-5	6.77354e-5	0	7.67767e-6	0	0	0	2.34136e-4	8.16512e-6	7.8252e-6	0	0	0	0	0	0	0	0	0	0	1.88194e-5	7.98978e-5	1.89119e-4	0	2.31475e-5	4.17444e-6	8.83914e-6	0	2.19347e-5	3.22835e-5	3.13268e-5	0	2.66253e-5	0	7.99314e-6	1.22282e-4	0	0	0	0	0	0	0	0	0	1.43634e-5	0	4.66465e-6	0	0	6.30119e-5	0	0	0	3.75048e-5	2.4551e-5	0	0	0	0	0	0	4.29291e-5	0	0	0	0	1.92453e-5	0	0
P162-PWY: L-glutamate degradation V (via hydroxyglutarate)|unclassified	0	0	0	2.32124e-5	0	0	0	0	1.84052e-5	4.02174e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11795e-5	0	0	0	0	0	1.05713e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94173e-5	0	0	0	2.43049e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P164-PWY: purine nucleobases degradation I (anaerobic)	6.54392e-7	4.80584e-5	2.22555e-6	1.79567e-5	5.69111e-6	6.92101e-6	0	0	1.14854e-5	1.16302e-4	0	4.61991e-7	0	2.47961e-5	0	0	2.85534e-5	2.68957e-6	0	1.18111e-7	0	0	3.27942e-5	0	1.02324e-5	0	1.35199e-6	0	0	2.71011e-5	0	2.22601e-6	1.83625e-5	1.59889e-5	2.10441e-5	5.22843e-5	9.50379e-6	4.76596e-6	9.12179e-6	8.71254e-5	6.46101e-6	0	0	3.71462e-5	0	5.5274e-6	0	3.16556e-5	0	0	0	0	0	0	0	0	0	0	5.53354e-6	8.67554e-6	0	0	4.92416e-5	1.4616e-5	0	0	0	0	0	0	0	0	0	2.20013e-5	0	0	0	3.26757e-5
P164-PWY: purine nucleobases degradation I (anaerobic)|unclassified	0	0	1.95257e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05612e-5	2.632e-5	0	0	0	0	0	0	0	3.29017e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52367e-6	1.405e-5	0	0	0	0	0	0	0	0	0	1.56164e-5	0	0	0	2.4119e-5
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	2.25603e-5	1.79867e-5	0	1.11892e-5	0	2.71731e-5	0	1.7648e-4	0	6.20042e-5	0	3.2879e-5	0	0	0	0	9.0724e-6	0	0	0	0	0	0	0	0	4.38966e-5	5.60853e-6	1.203e-5	0	6.91248e-7	2.86646e-5	1.18426e-5	5.9992e-6	0	8.29189e-5	0	0	7.5743e-6	0	3.19895e-6	0	0	0	0	0	0	0	1.41186e-6	0	0	0	4.62069e-7	0	0	0	0	1.67971e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.06546e-5
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24889e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65902e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	0	0	0	3.28599e-6	0	8.4017e-6	0	1.24305e-5	0	0	0	0	0	0	0	0	0	7.99521e-6	0	0	0	0	0	0	0	0	1.00581e-5	5.95841e-5	0	0	0	0	0	0	1.11484e-5	0	0	0	0	0	0	2.42171e-6	0	0	0	0	0	0	0	0	0	0	1.10842e-5	0	0	0	1.04294e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21476e-5	0	0	0	0	0	0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61358e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P42-PWY: incomplete reductive TCA cycle	1.16016e-5	0	5.87959e-6	3.51512e-5	9.42727e-7	4.72484e-6	0	6.60616e-5	9.09711e-6	0	5.03484e-5	8.92349e-6	0	9.28043e-5	2.78493e-5	4.22235e-5	1.57621e-5	9.40243e-6	0	0	0	9.5182e-6	1.33746e-4	5.81585e-6	8.70216e-5	0	2.11346e-6	4.5004e-5	5.98122e-5	1.48971e-5	8.95807e-6	1.57596e-5	6.92403e-5	1.67126e-5	3.65315e-5	2.2344e-6	2.05329e-5	1.15474e-5	8.6213e-6	7.74463e-5	3.71526e-5	6.24479e-5	2.59309e-6	0	0	2.31171e-5	0	1.73843e-5	0	7.40157e-6	1.86482e-5	1.54548e-5	6.33648e-5	9.75779e-6	0	2.39683e-6	0	0	7.62682e-6	2.57145e-5	0	2.57292e-5	3.82952e-5	0	0	3.54002e-5	0	0	1.31632e-5	0	0	1.17561e-4	0	0	2.21878e-5	8.16239e-5	0	0
P42-PWY: incomplete reductive TCA cycle|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48408e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52644e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P441-PWY: superpathway of N-acetylneuraminate degradation	7.79554e-6	0	6.11293e-7	5.47953e-5	3.2598e-5	0	0	1.65204e-4	1.03616e-5	3.82e-6	4.27061e-5	0	0	8.82899e-5	0	3.99475e-5	6.77532e-6	2.19727e-5	0	0	0	1.85035e-5	1.4292e-5	1.07085e-5	0	0	5.77821e-5	1.02311e-5	0	2.45709e-5	2.07546e-5	0	2.01488e-5	4.99335e-6	3.30158e-5	9.87008e-6	0	0	2.34375e-5	0	1.0777e-5	2.09436e-5	3.09656e-6	0	2.97458e-5	0	0	3.45337e-5	0	0	1.71171e-5	3.72914e-5	0	0	0	0	0	0	3.04211e-5	0	5.62103e-7	9.57523e-5	1.08289e-6	0	0	0	0	0	0	0	7.47298e-5	0	0	0	0	0	0	0
P441-PWY: superpathway of N-acetylneuraminate degradation|unclassified	0	0	0	1.709e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	1.78682e-6	1.19433e-6	0	7.91742e-5	0	4.77113e-5	1.17511e-4	1.36496e-5	1.85591e-6	0	0	2.79921e-6	0	0	0	0	0	2.32585e-6	0	0	0	0	0	3.93317e-6	0	0	2.86495e-5	4.33265e-5	0	6.8833e-6	1.46091e-5	0	1.01623e-5	0	2.61628e-5	0	0	0	4.95258e-6	7.79084e-6	8.41987e-7	4.68136e-5	0	0	0	0	0	0	0	0	0	1.62795e-5	0	0	0	0	1.29234e-5	0	0	0	0	0	1.95912e-7	0	0	0	0	0	0	0	0	0	0	1.79007e-6	0	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71558e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Escherichia.s__Escherichia_coli	5.03406e-7	0	0	0	0	0	0	1.19798e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82382e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	8.32839e-7	0	4.8195e-5	0	1.78709e-5	0	0	0	0	0	2.27703e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77758e-6	0	0	0	1.27343e-5	0	0	0	1.96644e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	0	0	0	0	0	0	8.58742e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28884e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I	1.21764e-4	2.70129e-5	3.67168e-5	3.67997e-4	1.14852e-4	2.24465e-4	8.84696e-5	7.59342e-4	2.16179e-4	3.09829e-5	1.61023e-4	5.32957e-5	1.26914e-4	1.2415e-4	8.27902e-5	3.29504e-4	1.73218e-4	1.18999e-4	1.10569e-4	5.68984e-5	6.09568e-5	3.21231e-4	2.20583e-4	4.89486e-5	4.97908e-4	3.92684e-5	1.94569e-4	4.50295e-4	3.73726e-5	1.90697e-4	3.66379e-4	4.88406e-5	1.59291e-4	1.46656e-4	3.77665e-4	2.48107e-5	1.05868e-4	7.27763e-5	2.52383e-4	1.28437e-4	8.51947e-5	2.48462e-4	8.01704e-5	1.09403e-4	1.40544e-4	7.3077e-5	2.78484e-5	3.44912e-4	5.47521e-5	5.7342e-5	1.68771e-4	8.89772e-5	2.5575e-5	3.57743e-4	1.05952e-5	1.412e-4	5.93917e-5	5.87743e-6	1.17348e-4	5.39865e-5	1.18782e-5	3.38785e-4	3.48289e-4	1.20613e-4	1.68326e-6	6.36249e-5	1.18116e-4	7.73956e-5	3.59484e-4	0	1.86772e-4	2.48405e-4	3.84446e-4	7.91963e-5	3.56642e-5	1.25262e-4	0	4.80075e-5
PANTO-PWY: phosphopantothenate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0	3.79589e-6	0	0	0	0	0	0	4.384e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.53483e-7	0	5.55439e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95706e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	6.6483e-6	0	0	0	0	0	0	0	3.79752e-6	0	0	0	0	0	0	0	0	0	0	1.91551e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02579e-6	0	0	3.78427e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44221e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Alistipes.s__Alistipes_putredinis	0	0	2.40699e-6	0	0	2.18351e-5	0	3.30209e-5	1.69994e-5	0	0	5.72378e-6	0	0	5.45398e-6	0	0	0	0	0	0	0	2.90825e-5	0	0	0	0	3.45308e-5	1.63975e-6	4.82251e-6	0	4.4007e-6	2.25775e-5	0	0	0	0	1.00311e-5	0	0	2.41204e-6	0	0	0	1.91898e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.06364e-5	0	0	0	4.57506e-6	4.04914e-5	0	0	0	1.50383e-6	0	0	7.74831e-6	0	0	0	4.54134e-6
PANTO-PWY: phosphopantothenate biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	1.43829e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32717e-6	0	0	1.79024e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_caccae	0	0	4.39081e-7	0	0	3.61413e-6	0	0	1.93411e-6	0	0	0	0	0	3.30103e-6	0	6.2713e-6	0	0	0	2.23508e-6	0	0	0	0	0	0	0	0	3.07672e-6	0	0	0	7.25199e-6	0	0	0	2.16781e-6	1.28338e-5	6.00191e-6	8.4259e-7	3.7005e-5	4.65098e-7	0	0	0	0	0	0	0	7.53833e-6	9.84074e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus	1.26904e-5	0	1.31353e-6	0	0	1.56067e-5	0	0	0	0	0	2.05428e-6	0	0	0	0	0	0	0	0	0	0	1.01023e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2037e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_clarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.74382e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46271e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53519e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
