bug	G79886	G79887	G79888	G79889	G79890	G79893	G79894	G79897	G79899	G79902	G79903	G79904	G79905	G79906	G79907	G79908	G79909	G79910	G79911	G79913	G79914	G79915	G79916	G79917	G79919	G79920	G79921	G79922	G79923	G79924	G79926	G79927	G79929	G79930	G79931	G79933	G79934	G79935	G79936	G79937	G79938	G79940	G79941	G79946	G79947	G79948	G79949	G79950	G79951	G79953	G79955	G79956	G79957	G79960	G79961	G79962	G79963	G79964	G79965	G79966	G79967	G79968	G79969	G79970	G79971	G79972	G79973	G79974	G79975	G79976	G79979	G79980	G79981	G79983	G79985	G79986	G79987	G79988	G79989	G79994	G79995	G79996	G79998	G79999	G80000	G80001	G80002	G80003	G80004	G80005	G80008	G80011	G80015	G80016	G80019	G80020	G80022	G80024	G80025	G80027	G80028	G80030	G80031	G80032	G80036	G80037	G80038	G80040	G80041	G80042	G80043	G80046	G80049	G80050	G80051	G80053	G80054	G80055	G80058	G80059	G80060	G80062	G80065	G80066	G80067	G80068	G80069	G80070	G95634	G95635	G95636	G95637	G95638	G95639	G95640	G95641	G95642	G95643	G95644	G95645	G95646	G95647	G95648	G95649	G95650	G95651	G95652	G95653	G95654	G95655	G95656	G95657	G95658	G95659	G95660	G95661	G95662	G95663	G95664	G95666	G95667	G95668	G95669	G95672	G95673	G95674	G95676	G95677	G95678	G95679	G95680	G95681	G95682	G95683	G95684	G95685	G95686	G95687	G95688	G95689	G95690	G95691	G95692	G95693	G95695	G95696	G95697	G95698	G95699	G95700	G95701	G95703	G95704	G95705	G95706	G95707	G95708	G95709	G95711	G95713	G95714	G95715	G95717	G95719	G95720	G95721	G95723	G95725	G95726	G95728	G95729	G95730	G95731	G95732	G95733	G95734	G95735	G95736	G95737	G95739	G95740	G95741	G95742	G95743	G95745	G95746	G95747	G95748	G95749	G95750	G95751	G95752	G95753	G95754	G95755	G95756	G95757	G95758	G95759	G95760	G95761	G95762	G95763	G95764	G95765	G95766	G95768	G95769	G95770	G95771	G95772	G95773	G95774	G95775	G95776	G95777	G95778	G95779	G95780	G95781	G95782	G95784	G95785	G95786	G95787	G95788	G95789	G95790	G95791	G95792	G95793	G95795	G95796	G95797	G95799	G95801	G95802	G95803	G95804	G95805	G95806	G95807	G95808	G95809	G95810	G95811	G95812	G95813	G95814	G95815	G95816	G95817	G95818	G95819	G95820	G95821	G95822	G95823	G95824	G95825
s__Coprococcus_comes	0	0.0012265	0	0	0	0.002315931	0	0	0.001636499	9.578233e-4	0	0	0	0	0.0019728	0	5.062001e-4	0	0.0017273	0	0	1.117344e-4	0	0	1.739999e-5	0	0.001895775	0	0	7.013001e-4	0	0	0	0	0	3.226001e-4	0	0	0	0	0	0	3.889e-4	0	0.001142741	0.001157825	0	8.758453e-4	4.298e-4	0	0.0024732	0	0	1.900283e-5	0	1.654438e-4	0	0.004485749	8.639997e-5	0	0	6.96967e-4	0	0	0	0.001874701	0	2.624826e-4	0.005490983	0	0	0	0.003705504	0.0011269	2.338177e-4	0	0	0	0.0019376	0	0.0013233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002337816	0	3.747e-4	0	0	0	0	4.783001e-4	6.531283e-5	1.892e-4	5.165007e-5	0.001963934	0	6.841999e-4	0.0235579	0	1.898e-4	0	0	0	0	0.0010195	0	0	0	0.001927299	0	0	0	0	0	2.370089e-5	5.180475e-5	0	4.351446e-4	0	2.639698e-5	0	1.1e-4	0	0	0.002780728	0	0	0	0.0053816	0	0	6.489e-4	0.003050219	0	3.233001e-4	3.824096e-4	9.576001e-4	0	0.01360611	0.00169209	0.00360155	0	0	0	5.639242e-4	4.974283e-4	2.812e-4	0.002589771	0.0023203	0.006021043	0	0	0	6.831625e-4	0.0047435	0	0.006203478	0.002464791	9.451e-4	7.788e-4	0.003208593	0	0.005239103	6.236506e-4	3.236534e-4	9.282593e-4	0	0.00105352	8.165901e-5	0	0	0	0.005700098	2.151e-4	5.990923e-5	0.001073166	0	1.070137e-4	4.116149e-5	0	0	0	0	0.001409667	0.003337452	0.004246301	0	0	0	2.732602e-4	8.342e-4	0	0	1.306453e-4	0	0	1.868e-4	0	1.438e-4	0	0	0	3.470293e-4	0	2.930604e-5	0	1.689999e-5	5.699999e-5	0.004475398	0	0	3.358534e-5	0	0	0.0021747	5.447135e-4	4.841204e-4	0	6.475001e-4	0.001559363	0	0	6.237069e-4	2.079e-4	0	9.937222e-4	1.015268e-4	0.001921348	0.00155039	2.760109e-4	1.637358e-4	0	0.0013251	0	0.003007376	0	7.884844e-4	0.004729639	0.002507203	0.004891846	5.891315e-4	0.001495884	3.779999e-5	0.002664186	3.840585e-4	0	2.578492e-4	0.001857751	0.022587	1.346e-4	0.001004141	3.9703e-4	1.068274e-4	8.267001e-4	0	4.849355e-4	1.254001e-4	0	2.014e-4	8.824807e-4	8.485438e-4	3.952999e-4	0.01187446	0	0	6.013158e-4	7.192e-4	0.001436239	2.78e-4	0.001857911	1.254747e-4	5.706998e-4	0	0	0.003923464	0	0	0	0	3.458323e-4	0	2.430763e-5	0	0.001495896	0	0.001377698	0.007887769	0
s__Coprococcus_eutactus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008494497	0	5.940174e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01090552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.299999e-6	0	0	0	0	0	0	0	0	0	0	0	0.0323784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005948929	0	0	0	0
s__Coprococcus_sp_ART55_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035772288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247809875	0	0	0	0	0	0.0598928	0	0	0	0	0	0	0	0	0.369094626	0	0	0	0	0	0	0	0	0	0	0	0.118676785	0	0	0	0	0	0	0	0	0	0	0	0.080809924	0	0	0	0	0	0	0	0.169212088	0	0	0	0	0	0.0640753	0	0	0	0	0	0	0	0	0	0	0	0.017935612	0	0	0	0	0.193229181	0	0	0.069947	0	0.184482963	0	0	0.062404863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003873546	0.151682155	0	0	0	0.026352828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.287030443	0	0.052234695	0	0	0
s__Dorea_formicigenerans	0	0.0013251	0.005891726	0	8.637364e-5	0	0	0.002100632	0	0.002254496	0	0	1.59e-4	0	4.378001e-4	0.01210542	0	2.132037e-4	8.009e-4	0	0	0	0	0	0	0.005312489	2.945582e-4	0	0	0	0	4.669999e-5	0	0	0	3.930001e-5	0	0	1.212e-4	6.070845e-4	4.262256e-5	0.0013132	0.0016537	0	9.113121e-4	1.726485e-4	0	7.185294e-5	0.0025377	0	6.487999e-4	0.001399579	0	1.920286e-5	1.519031e-4	0.00102441	0	0.007835395	1.127e-4	0	8.822517e-5	0.006534929	0	0	6.52729e-4	0.001120101	0	0	8.24398e-4	0	0	2.513e-4	0.001422761	1.461e-4	0.001838939	1.784e-4	0	1.077e-4	2.447e-4	0	3.348e-4	2.470616e-4	0	0	0	0	0	0	4.332243e-5	0	0	0.0011258	0	0	1.392e-4	0.005758925	2.710001e-5	0	5.965221e-4	0	0	4.312481e-4	9.500002e-5	4.201826e-4	7.089999e-5	2.312241e-4	4.069277e-4	0	5.380999e-4	0.0070968	4.929196e-4	1.197e-4	0	0	0	4.570001e-5	3e-5	1.704e-4	3.456385e-4	5.156527e-5	2.808999e-4	0	0	8.640003e-5	0	0	0.00107184	0.001779349	5.29e-5	7.187388e-4	0	0.001552567	4.259071e-4	1.516e-4	0	0	0.004813814	0	0	0	2.239e-4	8.990999e-4	0	0	4.094159e-4	6.418001e-4	0	3.203756e-4	0	9.392999e-4	0.002670626	0	0.006646061	0	0	0.0023768	7.070558e-4	0	4.65e-5	3.611398e-4	1.623e-4	0.00620505	0	0.003245644	0.0012594	0	0	0	8.397718e-4	0.003156412	1.963e-4	5.534e-4	0	0	8.142401e-4	8.56718e-5	0.001133188	2.937402e-4	0	5.662189e-4	0	0	0	6.71155e-4	0	0	0.00141229	4.327929e-5	0	7.183918e-4	0.00539759	0	0	0	0	3.929925e-4	0.001190897	7.600002e-4	0.002887168	0	0	0	2.265e-4	7.85204e-5	0	2.360819e-4	0	0	0	1.999e-4	0.0016469	0	0	0	0.001524729	7.016404e-4	4.090843e-5	0.0013098	2.639999e-5	7.964999e-4	2.874999e-4	0	0.0024628	0	5.116999e-4	0	8.362999e-4	0.002540196	4.450694e-4	0.0011616	5.429001e-4	3.17128e-4	0	0.00255183	0	2.71e-4	0	3.9635e-4	0.001824082	7.49012e-4	2.003782e-4	0	2.824068e-5	0	0	0.002064214	3.670581e-5	2.662914e-4	8.59692e-4	0.001347214	4.111107e-4	4.12757e-4	3.298176e-4	5.511784e-5	0	7.971142e-4	7.949491e-5	0.001076546	9.302598e-5	0.001379352	0.0018254	0	2.834115e-4	4.425199e-4	0	1.578e-4	0.004274899	0	0	0	0.0027602	5.959924e-4	0	5.636999e-4	0.007465448	0	0	0	2.66e-5	1.186032e-4	7.980001e-5	4.749185e-4	0.001005099	2.780999e-4	8.567908e-4	0	7.65569e-4	0	0	1.135e-4	6.460999e-4	0	0	0.001552387	0.0024916	0.001042022	2.418e-4	1.685412e-4	0.002750663	0
s__Dorea_longicatena	0	0.003461999	0	9.203997e-4	0	7.97439e-4	2.613819e-4	0	0.003260893	0.001495961	1.270663e-5	0	0	0	4.116001e-4	0	3e-5	0.001585927	0.0014541	1.634e-4	0.001307813	0	3.916319e-4	0.01682947	4.409999e-5	0	0.00328835	0	0	5.140001e-4	0	0	0.001900526	4.343001e-4	0	4.760001e-4	9.514293e-5	9.698999e-4	0	1.239771e-4	0	0	0.005733901	0	0.004586664	0.001665268	6.358955e-4	0.001374613	0.0016634	0.0067719	0.0030749	0.00235946	0	2.813418e-4	0	0	0	0.005758997	7.169997e-5	1.29e-5	0	0.001914184	7.525454e-4	0.00657027	0.001338259	0.005001103	0	8.936835e-4	0.004152712	0.006705301	0.004023798	0	0.005720974	0.004482001	5.743435e-4	0.0019749	0.0078873	6.100001e-5	0.0025234	0.001175546	0.0017432	8.502119e-4	0	0	0.005590112	0	9.376982e-4	1.351e-4	0	0	0	7.323001e-4	6.116e-4	0.002773733	1.623e-4	8.733554e-4	0	3.807e-4	0.001590325	0	0	0	0	0	4.39e-5	6.256065e-5	1.537105e-4	0	0.0012086	5.058e-4	7.330291e-4	9.487002e-4	0.001819541	8.389997e-5	0.005645802	3.902001e-4	0.0019852	3.965e-4	8.377932e-4	0	0.001958099	7.683474e-4	0	3.057001e-4	0	0	0	2.071162e-4	0.0121367	0.02096757	0	8.660436e-4	1.168214e-4	0	0	0	0.004555222	0	0	0	0.0088858	0.0021278	0	0	0.002204886	5.933001e-4	0.0022721	5.494011e-4	0	0.001286	0.01280996	6.930367e-5	0.005122555	6.999999e-5	0	0.0098567	8.755929e-4	0	0	0	0	0.03146017	0	0.001224779	0.0019228	1.54962e-4	0	0	0.004222852	0.009141274	0	0.0011416	0	0	0.006309757	0.00296234	0.005382867	0.001740436	0	0.00835105	0	0	0	5.938115e-4	0.007648898	1.721e-4	2.166181e-4	4.469188e-4	0	8.225051e-4	0	0	0	0	0	0.002063486	0.004176291	0	8.077657e-4	0	0	0	0.0015934	0	0	0	0	5.925493e-4	0	0.0011273	0.0015697	6.067457e-4	2.337e-4	0.005756546	0.01366305	9.900269e-4	1.518313e-4	0.0013499	3.904999e-4	9.529999e-4	0.009359096	0	0.0032863	4.471361e-4	3.971999e-4	0.003501716	0.0023768	0.002947756	0	0.0021277	0.0011814	0.001261792	8.822309e-5	0	4.940055e-5	2.686e-4	0	0.001423322	0.006655657	0.005491447	0	9.974829e-4	0.009721402	7.701023e-4	8.239002e-4	9.447577e-4	0	5.487216e-5	6.926741e-4	0.003110487	0.002834928	0	0	0	8.619997e-5	0.002432759	0	4.775204e-4	4.305831e-6	0.002414016	1.51e-5	0	0	0.002081162	4.391568e-4	1.124e-4	0	0	0	0	0	0.001122836	0.001293218	0.0017312	0.09529452	0	0	0.001252933	0.0025985	8.520229e-4	7.683001e-4	0.005109202	0.001251746	0.001782799	2.154274e-4	0.0114276	0.00144347	1.158e-4	0	7.168001e-4	7.687999e-4	5.24933e-5	0	3.123981e-4	0.003678299	4.975969e-4	0.0017587	0.005965652	0.01422526	0
s__Dorea_unclassified	3.54506e-4	0	0	5.335998e-4	0	0	2.007397e-4	0	0	0	0	0	0	5.939e-4	0	0	0	0	0	0	0	8.602646e-5	0	0	1.313e-4	7.950525e-4	0.00197469	0	1.060088e-4	1.286e-4	9.18e-5	7.699998e-6	0	0	0	5.215001e-4	0	0	2.34e-5	0	2.724442e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	5.621617e-4	0	1.68568e-4	0	2.083999e-4	3.03e-5	0	0	2.877703e-4	0	0	0	0	0	0	0	0	4.5e-6	0	0	0	0	0	0	6.694e-4	0	0	0	0	0	0.004042578	0	6.870005e-4	3.35e-5	0	0	0	0	4.532e-4	0	0	0	2.837001e-4	0	0	0	1.352173e-4	0	1.979e-4	0	2.176e-4	0	0	6.91e-5	0	0	0	0	0	3.629999e-5	0	0	0	0	0	0	0.0014203	0	0	0	0	0	0	0	0	0	0	0	0	5.463001e-4	1.96567e-4	5.737328e-4	0	1.800428e-4	3.678159e-4	8.526998e-4	0	0	0	0	0	0	0	1.867023e-4	0	0	0	9.4505e-5	0	0	0.001970673	0	0	4.262077e-4	0	0	0	0	2.241771e-4	0	0	6.792757e-4	0.003373	6.100252e-4	0	0	6.74e-4	0	0	3.404e-4	0	0	0	0	0	0	4.086973e-4	5.879149e-4	0.001300715	0	0	2.45e-5	0	0.002010984	0	0	0	2.997555e-4	1.762169e-4	0	0	0	0	4.749001e-4	0	0	0	0	0	3.637295e-4	0	9.371251e-4	0	5.555023e-4	4.650001e-5	0	0	1.784134e-4	5.445999e-4	0.001336886	0.003210171	0	0	0	0	0	0	1.777974e-4	0	1.607083e-4	0	0	0	0	5.069931e-4	0	0	0	0	0.00211709	1.085012e-4	0	0	0	0	0	4.562101e-4	0	9.489668e-4	0	0	0.004472328	1.587251e-4	9.170914e-4	0	0	0	0	1.905102e-4	3.169025e-4	0	0	6.948296e-5	6.197265e-4	3.44867e-4	0	0	1.067e-4	0	0	4.230926e-4	0	0	7.23053e-5	3.792002e-4	2.781497e-4	0	0	0	0	0	0	0	0	0	0	5.131001e-4	0	0	9.099996e-6	0	0	0	2.498e-4	3.708999e-4	0	3.15e-4	4.333211e-4	0	0	0	0	0	0	0	0
s__Lachnospiraceae_bacterium_1_1_57FAA	0	0	7.490796e-5	0	5.234463e-5	0	0	8.095193e-5	0	0	0	0	0	0.0022557	8.685002e-4	4.101464e-5	0	0	0	0	0	0	0	0.004634009	1.361e-4	0	6.568298e-4	0.0014019	0	0	8.361e-4	0	0	0	0	0	0	0	0	0	0	7.338002e-4	0	0.0012397	0	0	0	0	0	0.0011003	8.199999e-5	0	0	0	0	5.468058e-5	0.003548636	0	5.568998e-4	0	0	1.681162e-4	0	0	0	0.001290801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.413e-4	0	0	0	0	0	0	0	0	0.0035476	0	0	0	0	0	0.004462994	0	0	0	0	5.311679e-4	8.124674e-5	0	0	0	9.244962e-4	0	1.178e-4	0	0	0.001781971	0	0	0	0	6.430001e-5	0.0013795	0	0	0	0	0	0	0	0	0.0017286	0	0	0.0020129	0	0	0	1.985763e-4	5.390001e-5	0	0	0	0	0	8.009998e-4	0	1.883e-4	0	0	0	0	0	1.579866e-4	0	0.0168002	0	0	0	0	0.002849734	0.0236098	0	0	0.0017358	0	0	0.002356295	0	0	0.0132981	0	0	0	0	0	7.13e-4	0	0	0	0	0.004390304	0.02724931	0	0	0	0	0	0	0	5.554998e-4	0	9.454802e-4	0	0.005294202	0	0	0	0	0	0	0	0.03731407	0	6.926999e-4	0	0	4.629102e-4	0.0527754	3.564847e-4	0	0	0	0	0	0.0086399	0	0	1.401e-4	4.709474e-4	0.002647523	0	1.083223e-4	2.515e-4	0.0011532	0.0303509	0.01297719	0	0.0311441	0	5.766999e-4	0	0	0.02512335	7.45985e-4	0	0	0.002646544	3.773988e-4	0	0	0.0015207	0	0	3.531932e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.979997e-5	0	0	0	3.021091e-4	0.02369078	9.766e-4	0	3.835156e-4	0	0	0	0	0	0	0	0	0	9.087315e-4	0.0013052	0	0	0	0.002556167	0.0044067	0	0	0.005980011	0	0	0	0	0	0	0	0	0.0041035	0	2.097e-4	9.679038e-4	0.03812529	0	0.1045954	0	0	1.300761e-4
s__Lachnospiraceae_bacterium_1_4_56FAA	0	0	0	8.199998e-6	0	0	2.146494e-4	0	0	0	5.182704e-5	0	0	0	0	0	0	0	0	0	0	0	3.767269e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	4.009809e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2e-5	2.141745e-4	0	0	0	0	0	0	0	0	0	0	3.527088e-4	0	8.719387e-4	0	0	0.001111667	0	0	9.638995e-4	0	2.171229e-4	0	0	0	0	0.0034577	0	0	0	0	0	0	0	0	0	0	0	0	0	5.230001e-5	5.225e-4	0	2.956e-4	2.004357e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.313001e-4	0	0.001415999	0	0	0	0	0	0	0	0	0	2.530001e-5	0	0	0	1.922121e-5	0	0	0	0	0	0	0	0	0	0	0	8.779998e-5	0	0	0	1.314e-4	0	0	0	0	0	0	0.00181136	0	0	0	0	0	0	2.6378e-5	0	4.987455e-5	8.970002e-5	0	0	0	0	0	0	5.671164e-5	0	0	0	4.097e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.873233e-5	1.685347e-4	0	0	4.72e-5	0	0	0	0	0	9.581137e-5	0	0	0	0	2.94e-5	0	0	0	6.190069e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.697226e-5	0	0	0	0	0	0	0	0	2.510041e-5	0	2.435e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101357	0	0	0	0	0	0	0
s__Lachnospiraceae_bacterium_2_1_58FAA	0.01397091	0	0	0	0	0	0	0	0	0	0	0.0248762	0	0.0133084	0	0	0	0	0	0	0	1.283395e-4	2.460829e-5	0	0	0	0	1.094e-4	4.490372e-5	0	0	0	0	0	0	0	3.740688e-4	1.926e-4	0	7.267274e-5	6.76358e-5	0	0	0	0	2.240629e-5	0	0	0	0.0013077	9.319999e-5	9.579027e-6	3.591001e-4	0	0.001010246	0	5.004987e-6	0	0	0.0058063	0	0	0	0	4.256189e-4	0.002304501	0.02033096	3.091862e-4	0	0.007807901	0.002279699	0	7.58779e-5	8.570002e-5	0	0	3.641e-4	5.171001e-4	0	0	1.05e-5	2.497622e-4	0	5.624664e-4	5.84486e-5	0	5.934926e-4	0	0	3.23e-5	0	2.204e-4	0	0	8.4e-6	1.155206e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	8.69e-5	0	1.304e-4	0	0	0	0	3.46e-5	0	9.821093e-5	0	0	0	8.150152e-5	0	0	0	0	2.055744e-5	3.513e-4	0	0	0	0	0	0	0	0	0.006367613	0	0	5.613e-4	2.039e-4	0	0	0	0	0	0	0	0	0.01816222	0	0	0	0	0	0	0	0	4.656961e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.390845e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.875999e-4	1.745131e-4	2.77e-5	2.902141e-5	0	0	0	2.92e-5	4.679999e-5	0	0	2.004225e-4	0	0	0	0	0	3.181247e-5	0	1.59e-4	1.707e-4	0	1.552406e-4	0.002899903	0	0	0	0	5.581474e-5	0	0	3.078079e-4	0.003230954	0	0	0	1.069169e-4	0	0	0	1.85637e-4	4.198614e-4	0.002412229	1.470476e-4	0	0	0	0	0	0	3.719e-4	2.878e-4	0	0	0	3.1e-6	0	0	0	0	0	0	0	0	0	0	0	3.410089e-5	0	3.457093e-4	0	8.470362e-5	0	0	0	0	0	0	0	4.374001e-4	0	1.277136e-5	0.0035546	0.002194889	0	0	1.213e-4	0	0	0
s__Lachnospiraceae_bacterium_3_1_46FAA	0	0	0	9.159997e-5	0.001172199	2.052992e-4	3.440395e-4	0	0.00155626	0	4.802505e-6	0	1.744e-4	0	0.001575	0	0	0	0	0	3.51503e-4	0	6.922331e-4	0	1.503e-4	0	2.192433e-4	0	0	3.290001e-5	0	1.25e-5	0.002850949	0	0	1.315e-4	8.964045e-5	0	1.144e-4	5.797692e-4	0	0	4.846e-4	0	0	9.582692e-5	0.005716155	4.662435e-4	8.350001e-4	2.555e-4	5.009999e-5	0	0	2.127316e-4	0	0	0	0	2.079999e-4	0	4.187941e-4	0.002796669	1.518899e-4	0.001663351	0	2.948001e-4	0	5.200543e-4	0.001597059	0	7.414996e-4	1.231e-4	1.321357e-4	3.752001e-4	0.007633578	0.0012522	0	0	0.0027357	9.228341e-4	0	9.722423e-5	0	0	0	0	0	6.15e-5	0	0	0	0	0	0.001385681	0	0.04645156	3.910001e-5	1.053e-4	0	0	0	0	1.462e-4	0	0.0108425	4.397263e-4	8.370569e-5	0	1.24e-5	0.012497	0	7.180001e-5	4.886038e-4	1.469999e-5	0	1.641e-4	0.0010945	8.909e-4	7.090789e-5	2.025564e-4	0.001694599	0	0	0	0	0	0	0.005676731	3.85e-4	0	0	0.005133961	7.607416e-4	0	3.397158e-4	6.813702e-4	0.00708264	0	0	5.404999e-4	3.869e-4	4.888e-4	0	5.903e-4	6.760263e-5	4.290001e-5	6.166001e-4	0	1.651e-4	0.0049253	0.01728755	0	0.001065374	2.16e-4	0	0.0032695	4.742045e-4	0	0.0176548	0	0	0	0	0	0.0023413	1.937281e-4	0	7.443527e-4	0.003072583	0.002594733	0.0245731	0.0022419	0.001015916	0.0011946	0	6.843724e-5	0.03199048	0.004044933	0	8.93267e-4	9.502414e-4	0	0	5.602588e-4	0	3.159999e-5	2.575293e-4	0	6.393002e-4	7.426949e-4	0	0	2.41709e-4	0	0	0.003715957	0.003608897	1.691001e-4	0.002753861	0	2.152289e-4	0	5.853e-4	7.447186e-5	0	0.001576247	0.0039206	8.963349e-4	4.411001e-4	3.199e-4	0.0028624	0	0.0011601	0	0.001035687	5.583484e-4	0	5.523001e-4	3.138999e-4	0.0151312	0.001092	0	0.0025149	3.791634e-4	0.002606699	0.001207443	0	0.001125441	6.155548e-4	4.776e-4	0.0016102	1.339921e-4	0	0.003156298	0.001741019	0.0177065	0	0.001396173	2.846752e-4	0.002658495	3.119901e-5	5.363244e-5	0.001816516	0	0	0	1.360215e-5	0	0.001389649	0.004445523	0.002998589	1.007627e-4	4.820257e-4	0.023511110000000002	0	0.002589131	0	0.001984985	3.914301e-4	0.002079036	0.0012238	0.0013652	0.00122665	0.004377595	0.004052412	1.467e-4	0	0	0	1.600286e-5	0	0.0148669	0.001330351	0.006356399	0.002719006	0.001573051	0	0.001383436	9.419e-4	8.92024e-5	4.242e-4	0.001687326	0.006762628	1.848999e-4	8.426364e-4	0	0.006030895	1.39e-5	0	5.500001e-6	0	0	0	3.541112e-4	0.0124978	0.004315653	0.0025729	0.001000852	0.006556796	6.111962e-4
s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011578	0	0	5.355092e-4	0	0	0	5.761772e-5	0	0	0	0	0	0	0	0	0	0	0	1.61e-5	0	0	0	0	0	4.011616e-4	0	0	0	0	0	1.380388e-4	1.778582e-5	0	0	0	2.091e-4	4.810337e-5	0	0	0	0	0.01339515	0	2.219999e-5	0	0	0	0	0	1.846082e-4	0	0	2.47349e-4	3.566587e-4	0	0	0	1.955007e-4	4.380001e-4	0	2.008e-4	0	0	0	0	1.04e-4	0	0	0	0	0	0	0	0	0	0.003481677	0.0010934	0	0	0	0.001088494	0	1.881e-4	0	0	0.009559723	9.815647e-5	0	0	0	0	0	0.0017633	0	0.001625	0	2.745001e-4	0	0	0	0	0	1.142e-4	0	0	0	7.421424e-5	0	0	0	0	0	0.001224093	4.12e-5	0	0.0026299	0	0	0	0	0	0	0	0	0	0.0014807	0.0020056	0	0	6.455251e-4	0	1.661e-4	0	0	1.995e-4	2.210684e-4	6.410339e-5	3.923272e-4	0	0.001931189	0	0	0	0	0	3.140001e-5	0.002816414	2.708052e-4	0	0.0013074	0	0	0.002380388	0	0.00199746	0	5.13e-5	1.72478e-5	0	0	1.27656e-4	7.866882e-4	0	0	5.731645e-4	0	0	7.333053e-4	0	0	0	4.573607e-5	0.002057069	0.0010893	0	0	0	0	0	0	0	0.001290213	3.296001e-4	0	0	0	0	0.0011598	0	0	0	0	0	9.200002e-6	9.416e-4	3.38e-5	0	2.69e-5	0	0	7.272748e-4	0	5.600001e-6	1.529e-4	0.0015754	0.004342698	1.071189e-5	4.199e-4	0	7.379999e-5	1.383164e-4	0	6.843683e-4	0	1.234e-4	6.768001e-4	8.676389e-4	0.002258491	0	9.588106e-4	0	0	2.786042e-5	0.001112794	0	0	6.210496e-4	8.982938e-5	2.5727e-4	0	0	1.319209e-4	1.318344e-4	0	0	0	0	2.041109e-4	3.731207e-5	3.399999e-6	0	0	0	0	3.050547e-4	0	0	0	0	3.136548e-4	1.68e-5	0.005975699	0	1.204e-4	0	0	5.955886e-5	2.818618e-4	8.829998e-5	0	0	0	1.323035e-4	0.0010484	0	7.780001e-5	3.455608e-4	0.0038611	2.257999e-4	0	0	0	0	0	0	3.708e-4	0.00158928	0.0015416	0	7.919998e-5	0	3.797e-4	4.23876e-5	0	0
